PRCSNAME,PRCSTYPE,OPRID,TSECONDS
PO_RECVPUSH,Application Engine,r.bell,15.029251
GL_JEDIT_0,Application Engine,j.walt,30.01626
GL_JP,Application Engine,j.walt,15.022437
NVSRUN,nVision-Report,j.walt,57.780238
PO_RECVPUSH,Application Engine,r.bell,15.020776
GL_JEDIT_0,Application Engine,k.baker,45.053255
GL_JP,Application Engine,k.baker,15.02001
FS_ALLC,Application Engine,c.caezza,45.05817
NVSRUN,nVision-Report,k.baker,11.516223
GL_JEDIT_0,Application Engine,c.caezza,30.037868
PO_RECVPUSH,Application Engine,r.bell,15.02217
PORQ010,SQR Report,t.nowlin,12.095364
NVSRUN,nVision-Report,s.biersdorfer,208.047852
GL_JP,Application Engine,c.caezza,15.014921
VFSA0001,Application Engine,PSFINBATCH,15.025701
DRILLDWN,nVision-Report,v.wester,64.604833
PO_RECVPUSH,Application Engine,r.bell,15.013665
NVSRUN,nVision-Report,s.biersdorfer,603.779571
PO_RECVPUSH,Application Engine,r.bell,15.017027
GL_JEDIT_0,Application Engine,k.baker,31.345083
GL_JEDIT_0,Application Engine,j.walt,29.311386
GL_JP,Application Engine,k.baker,15.016447
GL_JP,Application Engine,j.walt,15.009835
GL_JEDIT_0,Application Engine,j.walt,30.545727
GL_JP,Application Engine,j.walt,15.017498
GL_JEDIT_0,Application Engine,v.wester,30.030154
GL_JP,Application Engine,v.wester,15.052773
NVSRUN,nVision-Report,v.wester,26.729057
DRILLDWN,nVision-Report,v.wester,22.730117
PORQ010,SQR Report,r.bell,13.172259
DRILLDWN,nVision-Report,s.biersdorfer,58.737058
POPO005,SQR Report,t.nowlin,11.676897
PORQ010,SQR Report,r.bell,12.814425
POPO005,SQR Process,t.nowlin,12.019566
PO_PO_EMAIL,Application Engine,t.nowlin,15.069656
PO_RECVPUSH,Application Engine,r.johnson,15.004957
NVSRUN,nVision-Report,j.walt,72.152377
PO_RECVPUSH,Application Engine,r.johnson,15.082609
PO_RECVPUSH,Application Engine,r.bell,14.989161
DRILLDWN,nVision-Report,v.wester,11.304189
PO_RECVPUSH,Application Engine,r.johnson,15.014154
PO_RECVPUSH,Application Engine,r.bell,14.22918
PO_RECVPUSH,Application Engine,r.johnson,15.010667
PO_RECVPUSH,Application Engine,r.bell,15.011008
DRILLDWN,nVision-Report,s.biersdorfer,24.027596
PO_RECVPUSH,Application Engine,r.bell,15.013988
PO_RECVPUSH,Application Engine,t.nowlin,15.017506
PO_RECVPUSH,Application Engine,t.nowlin,15.011472
PO_RECVPUSH,Application Engine,r.bell,15.023094
PO_RECVPUSH,Application Engine,t.nowlin,15.012578
PO_RECVPUSH,Application Engine,r.bell,15.02036
PO_RECVPUSH,Application Engine,t.nowlin,15.042306
PO_RECVPUSH,Application Engine,t.nowlin,15.011738
DRILLDWN,nVision-Report,v.wester,11.666003
DRILLDWN,nVision-Report,d.black,27.435492
NVSRUN,nVision-Report,s.biersdorfer,27.807298
DRILLDWN,nVision-Report,s.biersdorfer,26.340275
DRILLDWN,nVision-Report,d.black,14.022875
POPO005,SQR Report,r.bell,12.639326
GL_JEDIT_0,Application Engine,v.wester,45.07493
PV_AUTO_SRC,Application Engine,t.nowlin,78.222521
GL_JEDIT_0,Application Engine,v.wester,46.662518
NVSRUN,nVision-Report,d.black,11.980885
NVSRUN,nVision-Report,v.wester,28.818468
GL_JEDIT_0,Application Engine,a.davis,30.032888
GL_JP,Application Engine,a.davis,15.023076
POPO005,SQR Report,t.nowlin,9.886818
NVSRUN,nVision-Report,a.davis,11.871954
NVSRUN,nVision-Report,a.davis,13.965656
POPO005,SQR Process,t.nowlin,12.579881
PO_PO_EMAIL,Application Engine,t.nowlin,15.026177
DRILLDWN,nVision-Report,a.davis,29.012939
DRILLDWN,nVision-Report,a.davis,44.105162
GL_JEDIT_0,Application Engine,k.baker,30.281402
GL_JP,Application Engine,k.baker,15.031375
POPO005,SQR Process,r.bell,11.862332
PO_PO_EMAIL,Application Engine,r.bell,15.02429
VFSA0001,Application Engine,PSFINBATCH,15.01456
NVSRUN,nVision-Report,m.elbeck,62.24223
DRILLDWN,nVision-Report,d.black,55.395234
NVSRUN,nVision-Report,m.elbeck,90.062885
GL_JEDIT_0,Application Engine,j.walt,30.052469
GL_JP,Application Engine,j.walt,15.01669
GL_JEDIT_0,Application Engine,c.caezza,30.048052
GL_JEDIT_0,Application Engine,b.grotegut,76.211171
NVSRUN,nVision-Report,j.walt,11.772391
GL_JP,Application Engine,c.caezza,15.024888
GL_JEDIT_0,Application Engine,b.grotegut,60.069208
DRILLDWN,nVision-Report,b.grotegut,54.435268
DRILLDWN,nVision-Report,b.grotegut,57.592784
NVSRUN,nVision-Report,d.robinson,13.82068
GL_JEDIT_0,Application Engine,c.caezza,30.069932
GL_JP,Application Engine,c.caezza,15.020645
NVSRUN,nVision-Report,m.elbeck,26.845673
DRILLDWN,nVision-Report,j.walt,29.048922
DRILLDWN,nVision-Report,m.sutton,13.905623
DRILLDWN,nVision-Report,s.biersdorfer,43.995896
DRILLDWN,nVision-Report,j.walt,56.410417
NVSRUN,nVision-Report,d.robinson,71.46454
GL_JEDIT_0,Application Engine,b.grotegut,45.06709
DRILLDWN,nVision-Report,j.walt,13.807431
DRILLDWN,nVision-Report,d.robinson,26.071701
DRILLDWN,nVision-Report,s.biersdorfer,13.828675
GL_JEDIT_0,Application Engine,m.elbeck,45.076704
GLX7501,XML Publisher,m.elbeck,15.021484
GL_JEDIT_0,Application Engine,m.elbeck,30.051812
DRILLDWN,nVision-Report,s.biersdorfer,26.296486
NVSRUN,nVision-Report,m.elbeck,26.522487
DRILLDWN,nVision-Report,s.biersdorfer,25.69785
NVSRUN,nVision-Report,m.elbeck,13.999003
DRILLDWN,nVision-Report,s.biersdorfer,25.966147
GL_JEDIT_0,Application Engine,j.walt,30.031406
GL_JP,Application Engine,j.walt,15.015717
NVSRUN,nVision-Report,m.elbeck,26.597329
NVSRUN,nVision-Report,m.elbeck,14.024951
NVSRUN,nVision-Report,m.elbeck,11.32424
VFSA0001,Application Engine,PSFINBATCH,15.010761
PRCSYSPURGE,Application Engine,PSFINSERV,45.433723
PSXP_DIRCLN,Application Engine,PSFINSERV,15.034959
PSXPARCHATTR,Application Engine,PSFINSERV,15.223451
PRCSSRVCLN,Application Engine,PSFINSERV,14.871163
PSXP_DIRCLN,Application Engine,PSFINSERV,13.823298
PO_PORECON,Application Engine,PSFINBATCH,164.046784
PO_REQRCON,Application Engine,PSFINBATCH,30.105444
VFSA0002,Application Engine,PSFINBATCH,30.057708
EX_TRAN_PRCS,Application Engine,PSFINBATCH,75.400465
EX_EE_UPDATE,Application Engine,PSFINBATCH,15.033968
AP_VCHRBLD,Application Engine,PSFINBATCH,15.015552
AP_PSTVCHR,Application Engine,PSFINBATCH,105.197589
AP_PSTPYMNT,Application Engine,PSFINBATCH,135.259223
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.014323
AP_MATCH,Application Engine,PSFINBATCH,226.018013
FS_JGEN,Application Engine,PSFINBATCH,135.221826
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.032248
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.033065
VPOA0001,Application Engine,PSFINBATCH,15.012859
VCHR_APRV_AF,Application Engine,PSFINBATCH,45.219062
VPTA0001,Application Engine,PSFINBATCH,15.035486
PTSF_GENFEED,Application Engine,PSFINBATCH,210.878782
PTSF_GENFEED,Application Engine,PSFINBATCH,75.556475
PTSF_GENFEED,Application Engine,PSFINBATCH,90.136617
VFSA0001,Application Engine,PSFINBATCH,15.021373
VPOA0002,Application Engine,PSFINBATCH,15.026127
VGLA0001,Application Engine,NVBATCH,60.044085
RPTBOOK,nVision-ReportBook,NVBATCH,1080.435933
RPTBOOK,nVision-ReportBook,NVBATCH,1967.984995
RPTBOOK,nVision-ReportBook,NVBATCH,2283.085176
RPTBOOK,nVision-ReportBook,NVBATCH,1818.567823
RPTBOOK,nVision-ReportBook,NVBATCH,403.77312
RPTBOOK,nVision-ReportBook,NVBATCH,59.197972
RPTBOOK,nVision-ReportBook,NVBATCH,404.191748
RPTBOOK,nVision-ReportBook,NVBATCH,328.967635
APY1090-,Crystal,PSFINBATCH,18.589478
APY1090-,Crystal,PSFINBATCH,12.006097
APY1090-,Crystal,PSFINBATCH,12.249959
APY1090-,Crystal,PSFINBATCH,12.361147
APY1090-,Crystal,PSFINBATCH,12.427519
VAPA0004,Application Engine,PSFINBATCH,15.004042
VAPA0003,Application Engine,PSFINBATCH,15.027248
AP_VCHRBLD,Application Engine,PSFINBATCH,195.333396
VAPA0005,Application Engine,PSFINBATCH,15.017641
VFSA0001,Application Engine,PSFINBATCH,14.505025
POPO005,SQR Report,r.bell,11.942576
PORQ010,SQR Report,t.nowlin,12.823754
VFSA0001,Application Engine,PSFINBATCH,14.693637
POPO005,SQR Process,r.bell,12.12378
PO_PO_EMAIL,Application Engine,r.bell,14.758409
NVSRUN,nVision-Report,c.caezza,41.166458
PO_RECVPUSH,Application Engine,t.nowlin,15.201419
NVSRUN,nVision-Report,m.sutton,58.182365
AP_MATCH,Application Engine,j.baer,14.990997
FS_STREAMLN,Application Engine,j.baer,105.160797
PO_RECVPUSH,Application Engine,t.nowlin,15.015163
PO_RECVPUSH,Application Engine,t.nowlin,15.012686
NVSRUN,nVision-Report,b.grotegut,42.746199
NVSRUN,nVision-Report,b.grotegut,104.674906
POPO005,SQR Report,r.bell,12.808275
DRILLDWN,nVision-Report,m.sutton,26.614677
DRILLDWN,nVision-Report,b.grotegut,27.691205
DRILLDWN,nVision-Report,b.grotegut,43.882413
POPO005,SQR Process,r.bell,13.298707
PO_PO_EMAIL,Application Engine,r.bell,14.935683
DRILLDWN,nVision-Report,d.black,13.969261
POPO005,SQR Process,r.bell,13.837707
PO_PO_EMAIL,Application Engine,r.bell,15.026633
NVSRUN,nVision-Report,m.elbeck,41.967065
PV_AUTO_SRC,Application Engine,r.bell,75.112806
PORQ010,SQR Report,t.nowlin,13.441327
NVSRUN,nVision-Report,k.baker,30.06197
PV_AUTO_SRC,Application Engine,r.bell,74.924683
NVSRUN,nVision-Report,k.baker,90.137976
NVSRUN,nVision-Report,k.baker,12.974728
DRILLDWN,nVision-Report,d.black,43.223744
NVSRUN,nVision-Report,d.robinson,36.135683
V_AM3100,SQR Report,e.kohli,254.807771
POPO005,SQR Report,r.bell,13.584605
POPO005,SQR Report,r.bell,11.535377
NVSRUN,nVision-Report,e.endicott,25.158315
V_AM3400,SQR Report,e.kohli,149.89401
NVSRUN,nVision-Report,m.elbeck,44.001861
POPO005,SQR Process,r.bell,11.908673
PO_PO_EMAIL,Application Engine,r.bell,14.987231
DRILLDWN,nVision-Report,d.black,26.855668
DRILLDWN,nVision-Report,e.endicott,13.289348
V_AM3400,SQR Report,e.kohli,3572.059745
NVSRUN,nVision-Report,d.robinson,72.220406
POPO005,SQR Process,r.bell,13.28869
PO_PO_EMAIL,Application Engine,r.bell,15.014373
NVSRUN,nVision-Report,k.baker,25.958347
DRILLDWN,nVision-Report,e.endicott,42.159031
DRILLDWN,nVision-Report,m.sutton,43.354258
DRILLDWN,nVision-Report,d.black,25.40867
PORQ010,SQR Report,r.bell,11.714911
PORQ010,SQR Report,r.bell,12.540684
NVSRUN,nVision-Report,e.endicott,28.955927
PORQ010,SQR Report,r.bell,13.058388
VFSA0001,Application Engine,PSFINBATCH,15.0296
NVSRUN,nVision-Report,e.endicott,40.254472
DRILLDWN,nVision-Report,e.endicott,60.844188
GL_JEDIT_0,Application Engine,j.walt,31.936618
NVSRUN,nVision-Report,k.baker,61.724866
NVSRUN,nVision-Report,k.baker,12.67742
NVSRUN,nVision-Report,m.elbeck,25.273855
NVSRUN,nVision-Report,k.baker,37.648142
NVSRUN,nVision-Report,m.elbeck,12.51708
NVSRUN,nVision-Report,d.black,27.556959
GL_JP,Application Engine,j.walt,29.93144
NVSRUN,nVision-Report,j.walt,26.704563
NVSRUN,nVision-Report,e.endicott,27.564727
NVSRUN,nVision-Report,k.baker,12.267968
DRILLDWN,nVision-Report,d.black,27.745248
DRILLDWN,nVision-Report,e.endicott,27.048853
DRILLDWN,nVision-Report,j.walt,57.357958
DRILLDWN,nVision-Report,d.black,27.402106
NVSRUN,nVision-Report,s.biersdorfer,629.651268
V_AM3400,SQR Report,e.kohli,132.479201
NVSRUN,nVision-Report,m.elbeck,42.955731
NVSRUN,nVision-Report,e.kohli,72.67331
PORQ010,SQR Report,r.bell,12.946394
GL_JEDIT_0,Application Engine,k.baker,60.162081
GL_JP,Application Engine,k.baker,15.083369
DRILLDWN,nVision-Report,d.black,14.012233
NVSRUN,nVision-Report,k.baker,14.02644
NVSRUN,nVision-Report,k.baker,76.278918
NVSRUN,nVision-Report,k.baker,13.692005
NVSRUN,nVision-Report,m.elbeck,29.052304
DRILLDWN,nVision-Report,e.kohli,26.903454
NVSRUN,nVision-Report,m.elbeck,134.235719
NVSRUN,nVision-Report,m.elbeck,29.024016
DRILLDWN,nVision-Report,e.kohli,44.08624
NVSRUN,nVision-Report,m.elbeck,28.96633
PORQ010,SQR Report,r.bell,12.261096
PORQ010,SQR Report,r.bell,13.37931
PORQ010,SQR Report,r.bell,13.464908
NVSRUN,nVision-Report,d.black,56.507132
PORQ010,SQR Report,t.nowlin,13.036104
VFSA0001,Application Engine,PSFINBATCH,14.372547
VPTA0001,Application Engine,PSFINBATCH,15.030281
VPOA0002,Application Engine,PSFINBATCH,15.012729
NVSRUN,nVision-Report,c.stern,271.898934
PORQ010,SQR Report,t.nowlin,12.014332
VAPA0001,Application Engine,j.baer,14.981758
VAPS0001,SQR Report,j.baer,12.879718
ECIN0001,SQR Report,j.baer,12.978563
AP_VCHRBLD,Application Engine,j.baer,165.272798
NVSRUN,nVision-Report,j.shumaker,25.804924
NVSRUN,nVision-Report,j.shumaker,24.892462
NVSRUN,nVision-Report,b.grotegut,13.838186
NVSRUN,nVision-Report,b.grotegut,41.560666
NVSRUN,nVision-Report,c.stern,26.439461
NVSRUN,nVision-Report,d.robinson,11.550364
NVSRUN,nVision-Report,b.grotegut,119.023555
VAPA0001,Application Engine,j.baer,15.161568
VAPS0001,SQR Report,j.baer,10.721301
ECIN0001,SQR Report,j.baer,13.817174
AP_VCHRBLD,Application Engine,j.baer,152.531697
NVSRUN,nVision-Report,c.caezza,26.977091
NVSRUN,nVision-Report,c.caezza,26.309704
NVSRUN,nVision-Report,l.bratton,13.898587
PORQ010,SQR Report,t.nowlin,12.983235
GL_JEDIT_0,Application Engine,b.grotegut,75.0851
PO_RECVPUSH,Application Engine,r.johnson,15.004601
NVSRUN,nVision-Report,b.grotegut,89.343124
NVSRUN,nVision-Report,b.grotegut,44.897669
NVSRUN,nVision-Report,b.grotegut,28.853241
NVSRUN,nVision-Report,c.stern,59.015902
PO_RECVPUSH,Application Engine,r.johnson,14.835517
NVSRUN,nVision-Report,m.sutton,73.846307
NVSRUN,nVision-Report,j.sadusky,59.126884
DRILLDWN,nVision-Report,d.black,13.747034
PO_RECVPUSH,Application Engine,r.johnson,15.00815
PO_RECVPUSH,Application Engine,r.johnson,15.034265
NVSRUN,nVision-Report,j.sadusky,118.426491
PORQ010,SQR Report,t.nowlin,11.28174
DRILLDWN,nVision-Report,d.black,13.838898
PO_RECVPUSH,Application Engine,r.johnson,15.010713
GL_JP,Application Engine,b.grotegut,15.006003
V_AM3400,SQR Report,e.kohli,382.51546
NVSRUN,nVision-Report,d.black,26.967516
NVSRUN,nVision-Report,d.pacheco,134.283593
NVSRUN,nVision-Report,d.black,14.058299
DRILLDWN,nVision-Report,m.sutton,88.518092
VFSA0001,Application Engine,PSFINBATCH,15.137904
PORQ010,SQR Report,r.bell,11.562632
NVSRUN,nVision-Report,d.robinson,26.654402
PO_RECVPUSH,Application Engine,r.bell,14.977798
NVSRUN,nVision-Report,s.biersdorfer,26.482706
PORQ010,SQR Report,r.bell,13.800087
DRILLDWN,nVision-Report,s.biersdorfer,28.858118
PV_AUTO_SRC,Application Engine,t.nowlin,75.042765
PORQ010,SQR Report,r.bell,13.484456
POPO005,SQR Report,t.nowlin,6.181059
GL_JEDIT_0,Application Engine,b.grotegut,60.479354
POPO005,SQR Process,t.nowlin,12.540123
PO_PO_EMAIL,Application Engine,t.nowlin,15.010003
DRILLDWN,nVision-Report,d.black,27.043949
GL_JEDIT_0,Application Engine,b.grotegut,46.559868
FS_MC,Application Engine,l.bratton,44.612266
GL_JP,Application Engine,l.bratton,14.97061
NVSRUN,nVision-Report,b.grotegut,90.127735
GL_JP,Application Engine,l.bratton,14.995484
PORQ010,SQR Report,r.bell,14.000901
NVSRUN,nVision-Report,b.grotegut,27.474995
NVSRUN,nVision-Report,l.bratton,29.206633
NVSRUN,nVision-Report,b.grotegut,43.163346
PV_AUTO_SRC,Application Engine,t.nowlin,76.184304
DRILLDWN,nVision-Report,l.bratton,13.153133
PV_AUTO_SRC,Application Engine,r.bell,60.086776
POPO005,SQR Report,t.nowlin,11.72248
POPO005,SQR Report,r.bell,13.433755
POPO005,SQR Process,t.nowlin,13.657605
PO_PO_EMAIL,Application Engine,t.nowlin,15.053339
POPO005,SQR Process,r.bell,13.192551
PO_PO_EMAIL,Application Engine,r.bell,15.010766
NVSRUN,nVision-Report,c.stern,40.124874
PV_AUTO_SRC,Application Engine,r.bell,75.116566
PV_AUTO_SRC,Application Engine,r.bell,75.620668
DRILLDWN,nVision-Report,d.black,26.140204
POPO005,SQR Report,r.bell,12.738048
NVSRUN,nVision-Report,c.stern,119.061675
POPO005,SQR Process,r.bell,11.678252
PO_PO_EMAIL,Application Engine,r.bell,15.062042
NVSRUN,nVision-Report,d.robinson,22.515472
NVSRUN,nVision-Report,s.teichman,86.911851
NVSRUN,nVision-Report,c.caezza,27.247626
DRILLDWN,nVision-Report,s.teichman,26.688228
DRILLDWN,nVision-Report,b.grotegut,43.988254
VFSA0001,Application Engine,PSFINBATCH,14.889558
NVSRUN,nVision-Report,e.kohli,101.232847
NVSRUN,nVision-Report,d.robinson,26.359208
NVSRUN,nVision-Report,m.elbeck,13.990344
NVSRUN,nVision-Report,d.robinson,59.224364
NVSRUN,nVision-Report,d.pacheco,88.618931
V_BILLTR,SQR Report,n.cdebaca,13.917125
ECIN0001,SQR Report,n.cdebaca,14.102685
AP_VCHRBLD,Application Engine,n.cdebaca,195.443747
DRILLDWN,nVision-Report,d.robinson,74.084111
NVSRUN,nVision-Report,v.wester,26.721901
VAPS0002,SQR Report,b.stephens,12.422729
ECIN0001,SQR Report,b.stephens,13.513359
AP_VCHRBLD,Application Engine,b.stephens,165.220391
NVSRUN,nVision-Report,l.bratton,70.441407
VFSA0001,Application Engine,PSFINBATCH,15.510044
V_BI_GL_PRCS,Application Engine,PSFINBATCH,15.278245
GL_JEDIT,Application Engine,PSFINBATCH,165.257668
PRCSYSPURGE,Application Engine,PSFINSERV,45.145475
PSXP_DIRCLN,Application Engine,PSFINSERV,15.191733
PRCSSRVCLN,Application Engine,PSFINSERV,16.274385
PSXP_DIRCLN,Application Engine,PSFINSERV,13.666411
PSXPARCHATTR,Application Engine,PSFINSERV,9.54153
GL_EXCL_JRNL,Application Engine,n.essaw,15.019719
GL_EXCL_JRNL,Application Engine,n.essaw,15.415094
GL_JEDIT_0,Application Engine,n.essaw,30.037436
GL_JP,Application Engine,n.essaw,15.007362
PO_PORECON,Application Engine,PSFINBATCH,150.457422
PO_REQRCON,Application Engine,PSFINBATCH,30.054222
VFSA0002,Application Engine,PSFINBATCH,30.07804
EX_TRAN_PRCS,Application Engine,PSFINBATCH,75.261558
EX_EE_UPDATE,Application Engine,PSFINBATCH,15.019835
AP_VCHRBLD,Application Engine,PSFINBATCH,15.015151
AP_PSTVCHR,Application Engine,PSFINBATCH,180.44145
AP_PSTPYMNT,Application Engine,PSFINBATCH,120.606344
AM_DEPR_CALC,Application Engine,PSFINBATCH,15.045097
AP_MATCH,Application Engine,PSFINBATCH,195.314045
FS_JGEN,Application Engine,PSFINBATCH,347.784199
EX_EMPNOTIFY,Application Engine,PSFINBATCH,15.024352
VNDR_HST_UPD,Application Engine,PSFINBATCH,15.032748
VPOA0001,Application Engine,PSFINBATCH,15.022207
VCHR_APRV_AF,Application Engine,PSFINBATCH,30.039053
VPTA0001,Application Engine,PSFINBATCH,15.014625
PTSF_GENFEED,Application Engine,PSFINBATCH,346.291047
PTSF_GENFEED,Application Engine,PSFINBATCH,75.127373
PTSF_GENFEED,Application Engine,PSFINBATCH,90.136821
VFSA0001,Application Engine,PSFINBATCH,15.017044
VPOA0002,Application Engine,PSFINBATCH,15.01932
VGLA0001,Application Engine,NVBATCH,60.032166
RPTBOOK,nVision-ReportBook,NVBATCH,1318.458956
RPTBOOK,nVision-ReportBook,NVBATCH,1955.257486
RPTBOOK,nVision-ReportBook,NVBATCH,2121.261753
RPTBOOK,nVision-ReportBook,NVBATCH,1922.819174
RPTBOOK,nVision-ReportBook,NVBATCH,389.144333
RPTBOOK,nVision-ReportBook,NVBATCH,88.17236
RPTBOOK,nVision-ReportBook,NVBATCH,390.105386
RPTBOOK,nVision-ReportBook,NVBATCH,1577.192398
APY1090-,Crystal,PSFINBATCH,15.466568
APY1090-,Crystal,PSFINBATCH,11.698071
APY1090-,Crystal,PSFINBATCH,12.240662
APY1090-,Crystal,PSFINBATCH,12.338685
APY1090-,Crystal,PSFINBATCH,12.42965
VAPA0004,Application Engine,PSFINBATCH,27.731213
VAPA0003,Application Engine,PSFINBATCH,15.116275
AP_VCHRBLD,Application Engine,PSFINBATCH,195.34362
VAPA0005,Application Engine,PSFINBATCH,15.058216
PORTAL_CSS,Application Engine,r.nagula,315.934579
VFSA0001,Application Engine,PSFINBATCH,15.201734
PO_RECVPUSH,Application Engine,r.bell,14.37107
PV_AUTO_SRC,Application Engine,t.nowlin,74.406185
PO_RECVPUSH,Application Engine,r.bell,15.001287
POPO005,SQR Report,t.nowlin,10.864307
PO_RECVPUSH,Application Engine,r.bell,15.015229
PO_RECVPUSH,Application Engine,r.bell,15.007654
POPO005,SQR Process,t.nowlin,13.447011
PO_PO_EMAIL,Application Engine,t.nowlin,14.988346
FS_STREAMLN,Application Engine,j.baer,123.08102
VFSA0001,Application Engine,PSFINBATCH,12.176614
FS_STREAMLN,Application Engine,j.baer,60.99291
FS_STREAMLN,Application Engine,j.baer,60.161812
AP_PSTPYMNT,Application Engine,tr.johnson,15.03686
AP_PSTVCHR,Application Engine,tr.johnson,168.396566
POPO005,SQR Report,r.bell,12.194445
FS_STREAMLN,Application Engine,j.baer,60.120972
FS_ALLC,Application Engine,v.santos,106.382617
AP_MATCH,Application Engine,tr.johnson,45.12647
PV_AUTO_SRC,Application Engine,r.bell,75.105886
AP_APY2015,Application Engine,tr.johnson,106.326408
PV_AUTO_SRC,Application Engine,r.bell,75.137609
APY2021-,Crystal Check,tr.johnson,17.763583
AP_APY2050,Application Engine,tr.johnson,15.127652
PV_AUTO_SRC,Application Engine,r.bell,79.586853
AP_APY2055,Application Engine,tr.johnson,10.915121
POPO005,SQR Process,r.bell,8.673689
PO_PO_EMAIL,Application Engine,r.bell,15.00308
PV_AUTO_SRC,Application Engine,t.nowlin,61.170933
AP_APY2015,Application Engine,tr.johnson,60.134384
AP_APY2015,Application Engine,tr.johnson,45.06358
FS_ALLC,Application Engine,v.santos,370.037185
AP_EMAIL_ADV,Application Engine,tr.johnson,245.26143
POPO005,SQR Report,t.nowlin,11.933119
POPO005,SQR Report,t.nowlin,13.957492
FIN2025,SQR Process,tr.johnson,26.406431
POPO005,SQR Report,r.bell,13.436159
AP_APY2015,Application Engine,tr.johnson,62.254896
POPO005,SQR Process,t.nowlin,13.940524
PO_PO_EMAIL,Application Engine,t.nowlin,15.014146
AP_APY2050,Application Engine,tr.johnson,15.037208
APY2021-,Crystal Check,tr.johnson,4.127986
