PRCSNAME,PRCSTYPE,OPRID,TSECONDS
DRILLDWN,nVision-Report,s.biersdorfer,13.70263
NVSRUN,nVision-Report,s.biersdorfer,30.038705
NVSRUN,nVision-Report,s.biersdorfer,13.429377
V_ASSET_LOAD,Application Engine,d.robinson,14.980862
DRILLDWN,nVision-Report,a.davis,27.90719
DRILLDWN,nVision-Report,a.davis,13.666091
AMIF1000,Application Engine,d.robinson,44.412782
AM_DEPR_CALC,Application Engine,d.robinson,46.096447
AMDPCALC,SQR Process,d.robinson,10.92843
AM_AMAEDIST,Application Engine,d.robinson,15.021362
FS_JGEN,Application Engine,d.robinson,45.108848
GL_JEDIT_0,Application Engine,d.black,60.066274
NVSRUN,nVision-Report,c.caezza,12.195211
NVSRUN,nVision-Report,c.caezza,13.914634
GL_JP,Application Engine,d.black,30.047795
GL_JP,Application Engine,d.robinson,15.011087
DRILLDWN,nVision-Report,c.caezza,26.5303
GL_JEDIT_0,Application Engine,d.black,60.065706
GL_JP,Application Engine,d.black,30.109714
GL_JEDIT_0,Application Engine,d.black,60.101717
GL_JP,Application Engine,d.black,30.032834
NVSRUN,nVision-Report,d.black,26.958333
AM_DEPR_CALC,Application Engine,NTTA_AM,15.002373
DRILLDWN,nVision-Report,d.black,13.956186
VFSA0001,Application Engine,PSFINBATCH,15.355897
AM_AMAEDIST,Application Engine,NTTA_AM,45.05537
AM_DPCLOSE,Application Engine,NTTA_AM,2585.906308
GL_JEDIT_0,Application Engine,d.black,60.259704
GL_JP,Application Engine,d.black,30.063421
NVSRUN,nVision-Report,d.black,72.852363
DRILLDWN,nVision-Report,d.black,13.876338
DRILLDWN,nVision-Report,s.biersdorfer,376.190671
DRILLDWN,nVision-Report,s.biersdorfer,13.592732
DRILLDWN,nVision-Report,a.davis,13.973261
NVSRUN,nVision-Report,j.walt,28.947005
V_AM1300,SQR Report,NTTA_AM,7.274568
V_AM1400,SQR Report,NTTA_AM,103.614805
V_AM1500,SQR Report,NTTA_AM,13.739
V_AM3400,SQR Report,NTTA_AM,163.142381
PV_AUTO_SRC,Application Engine,r.bell,75.09402
VAMS3700,SQR Report,NTTA_AM,12.276764
NVSRUN,nVision-Report,d.black,11.040483
POPO005,SQR Report,r.bell,10.68811
POPO005,SQR Process,r.bell,12.445689
PO_PO_EMAIL,Application Engine,r.bell,15.012224
V_AM1300,SQR Report,NTTA_AM,11.041584
V_AM1400,SQR Report,NTTA_AM,359.670048
DRILLDWN,nVision-Report,j.walt,26.659449
V_AM1500,SQR Report,NTTA_AM,28.822939
V_AM3400,SQR Report,NTTA_AM,645.369015
VAMS3700,SQR Report,NTTA_AM,11.510964
DRILLDWN,nVision-Report,m.sutton,26.88952
NVSRUN,nVision-Report,j.walt,14.014277
VPTA0001,Application Engine,PSFINBATCH,14.813079
VFSA0001,Application Engine,PSFINBATCH,15.432775
VPOA0002,Application Engine,PSFINBATCH,15.028114
GL_JEDIT_0,Application Engine,j.walt,29.900997
GL_JP,Application Engine,j.walt,15.127933
VAPA0002,Application Engine,tr.johnson,15.218026
VAPA0002,Application Engine,tr.johnson,15.020125
VAPA0002,Application Engine,tr.johnson,15.023764
VAPA0002,Application Engine,tr.johnson,15.011628
GL_JEDIT_0,Application Engine,a.davis,30.023605
GL_JP,Application Engine,a.davis,15.022273
GL_JEDIT_0,Application Engine,a.davis,30.222552
GL_JP,Application Engine,a.davis,15.368344
V_AM1300,SQR Report,NTTA_AM,4.344402
V_AM1400,SQR Report,NTTA_AM,69.325909
V_AM1500,SQR Report,NTTA_AM,13.408052
V_AM3400,SQR Report,NTTA_AM,194.20736
VAMS3700,SQR Report,NTTA_AM,13.289948
V_AM1300,SQR Report,NTTA_AM,12.745783
V_AM1400,SQR Report,NTTA_AM,28.854439
V_AM1500,SQR Report,NTTA_AM,13.936546
V_AM3400,SQR Report,NTTA_AM,14.01456
VAMS3700,SQR Report,NTTA_AM,14.088895
GL_JEDIT_0,Application Engine,m.sutton,45.046997
NVSRUN,nVision-Report,m.sutton,26.99001
GL_JEDIT_0,Application Engine,a.davis,30.154626
V_AM1300,SQR Report,NTTA_AM,14.04066
V_AM1400,SQR Report,NTTA_AM,29.288871
V_AM1500,SQR Report,NTTA_AM,13.399361
GL_JP,Application Engine,a.davis,14.968037
V_AM3400,SQR Report,NTTA_AM,28.503479
VAMS3700,SQR Report,NTTA_AM,13.580177
V_AM1300,SQR Report,NTTA_AM,12.901913
V_AM1400,SQR Report,NTTA_AM,28.018701
V_AM1500,SQR Report,NTTA_AM,12.163806
V_AM3400,SQR Report,NTTA_AM,13.245833
VAMS3700,SQR Report,NTTA_AM,14.342801
VAMS3700,SQR Report,NTTA_AM,11.749981
GL_JEDIT_0,Application Engine,m.sutton,45.043479
NVSRUN,nVision-Report,m.sutton,11.391065
VAMS3700,SQR Report,NTTA_AM,116.643999
VAMS3700,SQR Report,NTTA_AM,28.864301
GL_JEDIT_0,Application Engine,c.caezza,30.029432
VAMS3700,SQR Report,NTTA_AM,12.791477
VAMS3700,SQR Report,NTTA_AM,28.551685
VAMS3700,SQR Report,NTTA_AM,12.63162
VAMS3700,SQR Report,NTTA_AM,401.679503
GL_JEDIT_0,Application Engine,m.sutton,45.064059
V_AM1300,SQR Report,NTTA_AM,11.664059
V_AM1400,SQR Report,NTTA_AM,1770.491726
VFSA0001,Application Engine,PSFINBATCH,15.05089
V_AM1500,SQR Report,NTTA_AM,146.951697
V_AM3400,SQR Report,NTTA_AM,726.931095
VAMS3700,SQR Report,NTTA_AM,280.274574
VFSA0001,Application Engine,PSFINBATCH,15.031536
VFSA0001,Application Engine,PSFINBATCH,15.075194
PRCSYSPURGE,Application Engine,PSFINSERV,81.93396
PSXP_DIRCLN,Application Engine,PSFINSERV,15.315515
PRCSSRVCLN,Application Engine,PSFINSERV,15.304204
PSXP_DIRCLN,Application Engine,PSFINSERV,14.715768
PSXPARCHATTR,Application Engine,PSFINSERV,13.973024
VGLA0001,Application Engine,NVBATCH,75.126044
RPTBOOK,nVision-ReportBook,NVBATCH,851.51094
RPTBOOK,nVision-ReportBook,NVBATCH,1863.388411
RPTBOOK,nVision-ReportBook,NVBATCH,2120.705943
RPTBOOK,nVision-ReportBook,NVBATCH,1923.444522
RPTBOOK,nVision-ReportBook,NVBATCH,389.243853
RPTBOOK,nVision-ReportBook,NVBATCH,87.546902
RPTBOOK,nVision-ReportBook,NVBATCH,403.222745
RPTBOOK,nVision-ReportBook,NVBATCH,1336.312671
VAPA0004,Application Engine,PSFINBATCH,14.106378
VAPA0003,Application Engine,PSFINBATCH,30.064858
AP_VCHRBLD,Application Engine,PSFINBATCH,210.358207
VAPA0005,Application Engine,PSFINBATCH,15.066529
VPTA0001,Application Engine,PSFINBATCH,13.993962
VPOA0002,Application Engine,PSFINBATCH,15.10382
PRCSYSPURGE,Application Engine,PSFINSERV,75.232226
PSXP_DIRCLN,Application Engine,PSFINSERV,15.07209
PSXPARCHATTR,Application Engine,PSFINSERV,15.296805
PSXP_DIRCLN,Application Engine,PSFINSERV,15.43216
PRCSSRVCLN,Application Engine,PSFINSERV,13.829401
VGLA0001,Application Engine,NVBATCH,75.537569
RPTBOOK,nVision-ReportBook,NVBATCH,928.224802
RPTBOOK,nVision-ReportBook,NVBATCH,1832.186449
RPTBOOK,nVision-ReportBook,NVBATCH,2125.783213
NVSRUN,nVision-Report,n.tagawa,72.28667
RPTBOOK,nVision-ReportBook,NVBATCH,1937.885835
RPTBOOK,nVision-ReportBook,NVBATCH,434.501848
RPTBOOK,nVision-ReportBook,NVBATCH,58.203674
RPTBOOK,nVision-ReportBook,NVBATCH,375.130904
RPTBOOK,nVision-ReportBook,NVBATCH,1367.172995
VAPA0004,Application Engine,PSFINBATCH,14.29105
VAPA0003,Application Engine,PSFINBATCH,15.011788
AP_VCHRBLD,Application Engine,PSFINBATCH,15.049546
VAPA0005,Application Engine,PSFINBATCH,15.017587
V_PV_APR,SQR Report,PSFINBATCH,53.891062
VAPS0003,SQR Report,PSFINBATCH,29.216645
V_SECAUD,SQR Report,PSFINBATCH,73.539319
V_BI_GL_PRCS,Application Engine,PSFINBATCH,15.008413
V_BI_GL_PRCS,Application Engine,PSFINBATCH,30.064413
GL_JEDIT,Application Engine,PSFINBATCH,271.415073
VPTA0001,Application Engine,PSFINBATCH,13.847886
VPOA0002,Application Engine,PSFINBATCH,15.011281
V_AM1900,SQR Process,PSFINBATCH,1493.863066
PRCSYSPURGE,Application Engine,PSFINSERV,90.187773
PSXP_DIRCLN,Application Engine,PSFINSERV,15.409162
PSXPARCHATTR,Application Engine,PSFINSERV,15.203333
PRCSSRVCLN,Application Engine,PSFINSERV,13.942957
PSXP_DIRCLN,Application Engine,PSFINSERV,15.209619
VGLA0001,Application Engine,NVBATCH,60.288226
RPTBOOK,nVision-ReportBook,NVBATCH,612.44917
RPTBOOK,nVision-ReportBook,NVBATCH,1758.167517
RPTBOOK,nVision-ReportBook,NVBATCH,1877.775943
RPTBOOK,nVision-ReportBook,NVBATCH,1953.900638
RPTBOOK,nVision-ReportBook,NVBATCH,600.511547
RPTBOOK,nVision-ReportBook,NVBATCH,43.325456
RPTBOOK,nVision-ReportBook,NVBATCH,284.626719
RPTBOOK,nVision-ReportBook,NVBATCH,1290.826904
APY1090-,Crystal,PSFINBATCH,14.844625
APY1090-,Crystal,PSFINBATCH,11.982813
APY1090-,Crystal,PSFINBATCH,12.341231
APY1090-,Crystal,PSFINBATCH,11.703262
APY1090-,Crystal,PSFINBATCH,12.41264
VAPA0004,Application Engine,PSFINBATCH,13.706903
GLS7010,SQR Report,PSFINBATCH,71.292331
VAPA0003,Application Engine,PSFINBATCH,15.031885
AP_VCHRBLD,Application Engine,PSFINBATCH,15.054538
VAPA0005,Application Engine,PSFINBATCH,15.059991
GLS7010,SQR Report,PSFINBATCH,41.997485
GLS7010,SQR Report,PSFINBATCH,28.493267
GLS7010,SQR Report,PSFINBATCH,13.768756
GLS7010,SQR Report,PSFINBATCH,14.024943
GLS7010,SQR Report,PSFINBATCH,14.28414
GLS7010,SQR Report,PSFINBATCH,13.547341
GLS7010,SQR Report,PSFINBATCH,13.810871
GLS7010,SQR Report,PSFINBATCH,14.072751
GLS7010,SQR Report,PSFINBATCH,13.361247
GLS7010,SQR Report,PSFINBATCH,13.665949
GLS7010,SQR Report,PSFINBATCH,13.974026
GLS7010,SQR Report,PSFINBATCH,14.266233
GLS7010,SQR Report,PSFINBATCH,13.575228
GLS7010,SQR Report,PSFINBATCH,12.848199
GLS7010,SQR Report,PSFINBATCH,14.148693
GLS7010,SQR Report,PSFINBATCH,13.436659
GLS7010,SQR Report,PSFINBATCH,13.71086
GLS7010,SQR Report,PSFINBATCH,13.99208
GLS7010,SQR Report,PSFINBATCH,13.316064
GLS7010,SQR Report,PSFINBATCH,13.619646
GLS7010,SQR Report,PSFINBATCH,13.9204
GLS7010,SQR Report,PSFINBATCH,14.245606
VAPA0006,Application Engine,PSFINBATCH,60.09664
VFSA0001,Application Engine,PSFINBATCH,15.012524
VFSA0001,Application Engine,PSFINBATCH,14.800133
VFSA0001,Application Engine,PSFINBATCH,15.007127
VFSA0001,Application Engine,PSFINBATCH,14.830516
VPTA0001,Application Engine,PSFINBATCH,15.026557
VPOA0002,Application Engine,PSFINBATCH,15.00959
NVSRUN,nVision-Report,s.biersdorfer,25.927705
NVSRUN,nVision-Report,s.biersdorfer,571.374808
DRILLDWN,nVision-Report,s.biersdorfer,12.864663
DRILLDWN,nVision-Report,s.biersdorfer,26.533662
VFSA0001,Application Engine,PSFINBATCH,14.181377
NVSRUN,nVision-Report,m.elbeck,26.687116
NVSRUN,nVision-Report,m.elbeck,44.120056
DRILLDWN,nVision-Report,m.elbeck,27.463982
DRILLDWN,nVision-Report,m.elbeck,13.783701
VFSA0001,Application Engine,PSFINBATCH,15.018771
VFSA0001,Application Engine,PSFINBATCH,15.032695
PRCSYSPURGE,Application Engine,PSFINSERV,30.540629
PRCSSRVCLN,Application Engine,PSFINSERV,15.219694
PSXP_DIRCLN,Application Engine,PSFINSERV,15.014415
PSXPARCHATTR,Application Engine,PSFINSERV,14.935201
PSXP_DIRCLN,Application Engine,PSFINSERV,15.014884
VGLA0001,Application Engine,NVBATCH,75.178242
RPTBOOK,nVision-ReportBook,NVBATCH,747.777591
RPTBOOK,nVision-ReportBook,NVBATCH,1864.587947
RPTBOOK,nVision-ReportBook,NVBATCH,2029.280322
RPTBOOK,nVision-ReportBook,NVBATCH,2042.696046
RPTBOOK,nVision-ReportBook,NVBATCH,419.137463
RPTBOOK,nVision-ReportBook,NVBATCH,42.794239
RPTBOOK,nVision-ReportBook,NVBATCH,329.909305
RPTBOOK,nVision-ReportBook,NVBATCH,1307.356009
APY1090-,Crystal,PSFINBATCH,16.930456
APY1090-,Crystal,PSFINBATCH,12.38857
APY1090-,Crystal,PSFINBATCH,12.369751
APY1090-,Crystal,PSFINBATCH,11.751053
APY1090-,Crystal,PSFINBATCH,12.499715
VAPA0004,Application Engine,PSFINBATCH,14.528413
VAPA0003,Application Engine,PSFINBATCH,15.061954
AP_VCHRBLD,Application Engine,PSFINBATCH,15.038744
VAPA0005,Application Engine,PSFINBATCH,15.032044
VFSA0001,Application Engine,PSFINBATCH,15.004361
PO_RECVPUSH,Application Engine,s.cao,14.361619
PO_RECVPUSH,Application Engine,s.cao,15.023945
PO_RECVPUSH,Application Engine,s.cao,14.963707
PO_RECVPUSH,Application Engine,s.cao,15.014166
PO_RECVPUSH,Application Engine,s.cao,15.012404
PORQ010,SQR Report,t.nowlin,11.431718
VFSA0001,Application Engine,PSFINBATCH,14.989733
PO_RECVPUSH,Application Engine,t.nowlin,14.96374
PO_RECVPUSH,Application Engine,t.nowlin,15.012848
GL_JEDIT_0,Application Engine,m.sutton,75.8521
NVSRUN,nVision-Report,k.baker,100.321883
NVSRUN,nVision-Report,c.caezza,13.863134
PORQ010,SQR Report,r.bell,12.531984
DRILLDWN,nVision-Report,k.baker,89.200872
FS_STREAMLN,Application Engine,l.cator,61.370195
NVSRUN,nVision-Report,a.davis,13.166184
GL_JEDIT_0,Application Engine,m.sutton,122.126158
FS_STREAMLN,Application Engine,l.cator,57.640825
FS_STREAMLN,Application Engine,l.cator,45.077585
DRILLDWN,nVision-Report,b.grotegut,41.72848
FS_STREAMLN,Application Engine,l.cator,15.048911
DRILLDWN,nVision-Report,a.davis,41.640401
VAPS0002,SQR Report,n.cdebaca,12.747438
ECIN0001,SQR Report,n.cdebaca,12.971435
AP_VCHRBLD,Application Engine,n.cdebaca,165.320408
GL_JEDIT_0,Application Engine,c.caezza,46.140883
NVSRUN,nVision-Report,c.stern,21.261618
NVSRUN,nVision-Report,l.cator,11.034541
FS_ALLC,Application Engine,a.davis,14.02709
DRILLDWN,nVision-Report,l.cator,13.625754
GL_JP,Application Engine,c.caezza,14.992508
DRILLDWN,nVision-Report,c.stern,28.817088
NVSRUN,nVision-Report,l.cator,26.54374
PO_RECVPUSH,Application Engine,g.murdock,15.014797
DRILLDWN,nVision-Report,l.cator,26.591618
PO_RECVPUSH,Application Engine,g.murdock,15.016515
PO_RECVPUSH,Application Engine,g.murdock,14.915861
PO_RECVPUSH,Application Engine,g.murdock,15.051949
PO_RECVPUSH,Application Engine,g.murdock,15.016684
PO_RECVPUSH,Application Engine,g.murdock,15.028157
NVSRUN,nVision-Report,j.walt,74.951372
PO_RECVPUSH,Application Engine,g.murdock,15.046272
PO_RECVPUSH,Application Engine,g.murdock,15.016558
VFSA0001,Application Engine,PSFINBATCH,15.193675
RPTBOOK,nVision-ReportBook,NVBATCH,810.102443
RPTBOOK,nVision-ReportBook,NVBATCH,419.436769
GL_JEDIT_0,Application Engine,a.davis,30.134097
GL_JP,Application Engine,a.davis,15.017352
NVSRUN,nVision-Report,a.davis,12.220771
NVSRUN,nVision-Report,l.bratton,13.807301
DRILLDWN,nVision-Report,l.bratton,12.982491
V_COGS_JRNL,Application Engine,a.davis,75.274281
GL_JEDIT_0,Application Engine,l.bratton,60.098753
GL_JP,Application Engine,l.bratton,15.033064
V_COGS_JRNL,Application Engine,a.davis,60.238003
DRILLDWN,nVision-Report,l.bratton,44.117943
DRILLDWN,nVision-Report,l.bratton,13.299797
GL_JEDIT_0,Application Engine,d.black,120.467396
GL_JP,Application Engine,d.black,30.036008
GL_JEDIT_0,Application Engine,m.sutton,45.093731
FS_STREAMLN,Application Engine,l.cator,64.916697
NVSRUN,nVision-Report,l.bratton,33.913475
NVSRUN,nVision-Report,v.wester,12.039622
GL_JEDIT_0,Application Engine,d.black,75.173869
GL_JP,Application Engine,d.black,15.014116
FS_STREAMLN,Application Engine,tr.johnson,45.251947
NVSRUN,nVision-Report,m.benedict,250.645691
NVSRUN,nVision-Report,l.cator,24.835463
DRILLDWN,nVision-Report,l.cator,42.446992
PORQ010,SQR Report,r.bell,11.362606
GL_JEDIT_0,Application Engine,m.sutton,180.549366
DRILLDWN,nVision-Report,b.grotegut,27.857103
DRILLDWN,nVision-Report,m.sutton,28.926369
NVSRUN,nVision-Report,e.kohli,23.244097
GL_JRNL_COPY,Application Engine,c.stern,15.001958
PORQ010,SQR Report,r.bell,12.713106
GL_JEDIT_0,Application Engine,c.stern,425.454405
GL_JEDIT_0,Application Engine,v.wester,166.915541
DRILLDWN,nVision-Report,m.benedict,28.371741
GL_JEDIT_0,Application Engine,a.davis,257.421993
GL_JEDIT_0,Application Engine,c.caezza,255.877932
GL_JP,Application Engine,v.wester,90.276412
DRILLDWN,nVision-Report,j.walt,28.560831
GL_JEDIT_0,Application Engine,v.wester,135.243947
GL_JP,Application Engine,a.davis,45.017511
GL_JP,Application Engine,v.wester,45.096476
GL_JEDIT_0,Application Engine,c.caezza,90.35327
GL_JEDIT_0,Application Engine,m.sutton,245.803406
NVSRUN,nVision-Report,m.elbeck,22.262774
GL_JEDIT_0,Application Engine,v.wester,228.824991
NVSRUN,nVision-Report,a.davis,27.682782
GL_JEDIT_0,Application Engine,j.walt,226.525812
GL_JP,Application Engine,c.caezza,60.078752
GL_JP,Application Engine,j.walt,14.99792
RPTBOOK,nVision-ReportBook,NVBATCH,2201.852477
DRILLDWN,nVision-Report,j.walt,28.712812
NVSRUN,nVision-Report,d.robinson,23.776174
GL_JP,Application Engine,v.wester,14.984369
GL_JEDIT_0,Application Engine,v.wester,30.040608
NVSRUN,nVision-Report,d.robinson,68.624243
PORQ010,SQR Report,r.bell,12.713425
PORQ010,SQR Report,r.bell,12.833431
NVSRUN,nVision-Report,a.davis,9.053993
GL_JP,Application Engine,v.wester,44.081343
FS_STREAMLN,Application Engine,tr.johnson,150.17779
AP_MATCH,Application Engine,tr.johnson,15.012784
VPTA0001,Application Engine,PSFINBATCH,15.009756
VFSA0001,Application Engine,PSFINBATCH,15.014957
VPOA0002,Application Engine,PSFINBATCH,15.032547
GL_JEDIT_0,Application Engine,m.elbeck,210.366325
FS_STREAMLN,Application Engine,tr.johnson,106.205866
GL_JEDIT_0,Application Engine,j.walt,166.291411
AP_MATCH,Application Engine,tr.johnson,15.025425
GL_JP,Application Engine,j.walt,46.698952
NVSRUN,nVision-Report,m.elbeck,23.798935
FS_STREAMLN,Application Engine,tr.johnson,92.084644
GL_JEDIT_0,Application Engine,b.grotegut,151.407225
NVSRUN,nVision-Report,m.elbeck,67.876341
AP_MATCH,Application Engine,tr.johnson,15.012921
RPTBOOK,nVision-ReportBook,NVBATCH,1552.755282
GL_JEDIT_0,Application Engine,j.walt,105.148264
GL_JP,Application Engine,j.walt,30.03718
GL_JEDIT_0,Application Engine,m.elbeck,45.083955
NVSRUN,nVision-Report,m.elbeck,12.866018
NVSRUN,nVision-Report,m.elbeck,14.030713
NVSRUN,nVision-Report,m.elbeck,44.122742
NVSRUN,nVision-Report,m.elbeck,41.860495
PO_RECVPUSH,Application Engine,m.lopez,15.000983
PO_RECVPUSH,Application Engine,m.lopez,15.012236
GL_JEDIT_0,Application Engine,d.black,91.425971
GL_JEDIT_0,Application Engine,l.bratton,45.062188
GLX7501,XML Publisher,m.elbeck,13.468456
GL_JP,Application Engine,l.bratton,15.005337
GL_JP,Application Engine,d.black,31.597552
NVSRUN,nVision-Report,d.black,26.859742
DRILLDWN,nVision-Report,d.black,13.925758
GL_JEDIT_0,Application Engine,l.bratton,90.248306
GL_JP,Application Engine,l.bratton,15.013953
DRILLDWN,nVision-Report,l.bratton,25.973393
GL_JEDIT_0,Application Engine,j.walt,45.072703
GL_JEDIT_0,Application Engine,b.grotegut,45.053779
GL_JP,Application Engine,j.walt,14.561691
NVSRUN,nVision-Report,j.walt,30.002505
DRILLDWN,nVision-Report,j.walt,14.051042
IN_FUL_DPL,Application Engine,m.lopez,30.035805
V_UPDSTG_EXP,Application Engine,m.lopez,15.285863
IN_FUL_DPL,Application Engine,m.lopez,31.358049
INPSSTGE,COBOL SQL,m.lopez,13.92356
V_UPDSTG_EXP,Application Engine,m.lopez,15.03232
INS3500,SQR Report,m.lopez,11.272684
INPSSTGE,COBOL SQL,m.lopez,14.732823
INPPPTWY,COBOL SQL,m.lopez,14.588506
V_UPDSTG_EXP,Application Engine,m.lopez,15.022165
INS3500,SQR Report,m.lopez,13.530323
INPPPTWY,COBOL SQL,m.lopez,14.756311
INPSSTGE,COBOL SQL,m.lopez,14.607227
INS3500,SQR Report,m.lopez,13.75514
INPPPTWY,COBOL SQL,m.lopez,14.738125
GL_JEDIT_0,Application Engine,l.bratton,30.03141
GL_JP,Application Engine,l.bratton,15.018677
GL_JEDIT_0,Application Engine,j.walt,31.103972
PORQ010,SQR Report,t.nowlin,13.108226
GL_JP,Application Engine,j.walt,15.018897
DRILLDWN,nVision-Report,m.benedict,27.075693
DRILLDWN,nVision-Report,j.walt,28.975468
DRILLDWN,nVision-Report,j.walt,28.836067
DRILLDWN,nVision-Report,m.benedict,13.962962
NVSRUN,nVision-Report,l.bratton,41.695689
GL_JEDIT_0,Application Engine,b.grotegut,45.053656
NVSRUN,nVision-Report,s.biersdorfer,573.541238
GL_JEDIT_0,Application Engine,j.walt,45.090406
PORQ010,SQR Report,r.bell,12.673198
GL_JEDIT_0,Application Engine,m.sutton,46.092151
GL_JP,Application Engine,j.walt,15.341345
GL_JEDIT_0,Application Engine,d.black,93.670124
IN_FUL_DPL,Application Engine,k.andrews,29.293233
V_UPDSTG_EXP,Application Engine,k.andrews,15.118183
INPSSTGE,COBOL SQL,k.andrews,13.360853
INS3500,SQR Report,k.andrews,12.583812
INPPPTWY,COBOL SQL,k.andrews,14.728775
POPO005,SQR Report,t.nowlin,5.809473
PO_RECVPUSH,Application Engine,k.andrews,45.040226
INPSSTGE,COBOL SQL,k.andrews,14.69642
INS3500,SQR Report,k.andrews,13.685299
INPPPTWY,COBOL SQL,k.andrews,14.733304
PO_RECVPUSH,Application Engine,r.bell,14.998302
POPO005,SQR Report,t.nowlin,13.912792
AP_MATCH,Application Engine,r.bell,94.185604
GL_JP,Application Engine,d.black,30.155496
POPO005,SQR Process,t.nowlin,14.177352
PO_PO_EMAIL,Application Engine,t.nowlin,15.003071
PO_RECVPUSH,Application Engine,r.bell,15.020796
GL_JEDIT_0,Application Engine,b.grotegut,45.012434
AP_MATCH,Application Engine,r.bell,60.159647
NVSRUN,nVision-Report,c.caezza,26.253272
PO_RECVPUSH,Application Engine,r.bell,15.044379
VFSA0001,Application Engine,PSFINBATCH,15.023042
AP_MATCH,Application Engine,r.bell,60.424242
PO_RECVPUSH,Application Engine,r.bell,15.033427
POPO005,SQR Process,t.nowlin,12.270649
DRILLDWN,nVision-Report,s.biersdorfer,27.626895
PO_PO_EMAIL,Application Engine,t.nowlin,15.042256
GL_JEDIT_0,Application Engine,j.walt,30.035934
PO_RECVPUSH,Application Engine,r.bell,15.007942
AP_MATCH,Application Engine,r.bell,62.384133
GL_JP,Application Engine,j.walt,15.001549
GL_JEDIT_0,Application Engine,COCONNOR,77.261785
NVSRUN,nVision-Report,v.wester,13.839585
PO_RECVPUSH,Application Engine,r.bell,15.031071
NVSRUN,nVision-Report,v.wester,13.815501
GL_JEDIT_0,Application Engine,COCONNOR,75.087255
DRILLDWN,nVision-Report,j.walt,26.398174
DRILLDWN,nVision-Report,m.sutton,26.884249
DRILLDWN,nVision-Report,c.caezza,13.949784
GL_JEDIT_0,Application Engine,COCONNOR,77.364167
DRILLDWN,nVision-Report,v.wester,14.045332
GL_JEDIT_0,Application Engine,j.walt,45.134802
GL_JP,Application Engine,j.walt,15.040759
POPO005,SQR Report,t.nowlin,12.721597
NVSRUN,nVision-Report,a.davis,13.860907
POPO005,SQR Process,t.nowlin,12.199666
PO_PO_EMAIL,Application Engine,t.nowlin,15.012457
DRILLDWN,nVision-Report,a.davis,26.324559
GL_JEDIT_0,Application Engine,COCONNOR,60.117009
NVSRUN,nVision-Report,j.walt,13.043342
GL_JEDIT_0,Application Engine,c.caezza,30.022676
GL_JP,Application Engine,c.caezza,15.016224
GL_JEDIT_0,Application Engine,COCONNOR,75.124926
POPO005,SQR Process,t.nowlin,41.768863
GL_JEDIT_0,Application Engine,m.sutton,46.129471
PO_PO_EMAIL,Application Engine,t.nowlin,15.006716
GL_JEDIT_0,Application Engine,a.davis,30.051541
DRILLDWN,nVision-Report,j.walt,40.870878
GL_JP,Application Engine,a.davis,15.013922
GL_JEDIT_0,Application Engine,COCONNOR,75.025159
DRILLDWN,nVision-Report,v.wester,24.876354
GL_JEDIT_0,Application Engine,m.sutton,45.050525
DRILLDWN,nVision-Report,c.caezza,27.921797
DRILLDWN,nVision-Report,c.caezza,28.804709
DRILLDWN,nVision-Report,l.bratton,27.824596
DRILLDWN,nVision-Report,l.bratton,43.817866
IN_FUL_DPL,Application Engine,j.christian,30.027588
V_UPDSTG_EXP,Application Engine,j.christian,15.020154
INPSSTGE,COBOL SQL,j.christian,13.742567
INS3500,SQR Report,j.christian,9.222314
INPPPTWY,COBOL SQL,j.christian,14.022533
GL_JEDIT_0,Application Engine,v.wester,30.040002
PO_RECVPUSH,Application Engine,r.johnson,15.007237
PO_RECVPUSH,Application Engine,r.johnson,15.013963
PO_RECVPUSH,Application Engine,r.johnson,14.857645
GL_JP,Application Engine,v.wester,15.009361
DRILLDWN,nVision-Report,l.bratton,26.371626
NVSRUN,nVision-Report,v.wester,44.932054
PO_RECVPUSH,Application Engine,r.johnson,15.046818
PO_RECVPUSH,Application Engine,r.johnson,15.017449
DRILLDWN,nVision-Report,s.biersdorfer,26.433755
DRILLDWN,nVision-Report,s.biersdorfer,26.355739
GL_JEDIT_0,Application Engine,m.sutton,45.0695
PORQ010,SQR Report,t.nowlin,7.261956
GLX7501,XML Publisher,m.elbeck,14.99635
GL_JEDIT_0,Application Engine,m.sutton,45.098147
GL_JEDIT_0,Application Engine,b.grotegut,60.093179
DRILLDWN,nVision-Report,m.sutton,57.047835
GL_JEDIT_0,Application Engine,c.stern,75.109151
PO_RECVPUSH,Application Engine,t.nowlin,15.013213
DRILLDWN,nVision-Report,d.black,26.871617
GL_JEDIT_0,Application Engine,d.black,30.029591
GL_JP,Application Engine,d.black,15.02566
GL_JEDIT_0,Application Engine,COCONNOR,31.126549
NVSRUN,nVision-Report,b.grotegut,38.227308
GL_JEDIT_0,Application Engine,COCONNOR,61.252595
DRILLDWN,nVision-Report,b.grotegut,26.571385
DRILLDWN,nVision-Report,b.grotegut,28.876149
GL_JP,Application Engine,c.stern,15.072395
DRILLDWN,nVision-Report,b.grotegut,28.985346
DRILLDWN,nVision-Report,d.black,29.904661
NVSRUN,nVision-Report,m.elbeck,43.801478
DRILLDWN,nVision-Report,m.elbeck,26.612651
VFSA0001,Application Engine,PSFINBATCH,15.019462
DRILLDWN,nVision-Report,d.black,40.312849
GL_JEDIT_0,Application Engine,m.sutton,60.099299
NVSRUN,nVision-Report,d.black,192.218142
